Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,Area_Perimeter_Ratio,Log_Area,Shape_Complexity,Axis_Difference,Eccentricity_Roundness,Class_Encoded
30917,640.765,213.560089393098,184.43987085903285,1.1578846178889468,0.5041023654121609,31280,198.405511527722,0.7708052854649713,0.9883951406649616,0.9462581799326396,0.9290383427519496,0.006907529494876539,0.003174220294799921,0.8631122423032895,0.9993843888746166,SEKER,48.25013850631667,10.339093817556279,13.280065505223662,29.120218534065145,0.4770109867946498,5
31091,638.558,210.4862548708281,188.32684762014026,1.1176646215381034,0.4466219235668545,31458,198.96303849047172,0.7863773174494777,0.9883336512174964,0.958172835629964,0.9452543046697848,0.00677000594612036,0.003333983668368092,0.8935057004967586,0.9986397105878476,SEKER,48.68939078360932,10.34470583035011,13.114930988517576,22.15940725068785,0.427940994958562,5
31107,640.594,214.64854850760173,184.96925258564636,1.1604552946345124,0.5073658752968685,31423,199.0142269237973,0.7610461418016343,0.989943671832734,0.9525817569197088,0.9271631618638654,0.006900329459851536,0.003145388256978018,0.8596315287174005,0.9975639589348672,SEKER,48.559618104446805,10.345220299814834,13.191907700388981,29.679295921955372,0.48330747689139686,5
31158,642.626,216.4848362085624,183.64431215611992,1.1788267965768742,0.5295142509507343,31492,199.1773022582096,0.7987592288761279,0.9893941318430076,0.9481190040168372,0.9200519802981556,0.0069479695811208156,0.003071051708239268,0.8464956464505574,0.9978717512215808,SEKER,48.485433206873054,10.346858407043523,13.254001408177674,32.840524052442476,0.5020425242241319,5
31158,641.105,212.06697513850028,187.19296006836842,1.1328790092375651,0.46992415672551796,31474,199.1773022582096,0.7813134732566012,0.9899599669568532,0.9526231013453076,0.939218858231592,0.00680618060011876,0.0032670098784518364,0.8821320636578552,0.9993488982933998,SEKER,48.600463262648084,10.346858407043523,13.191335163521407,24.87401507013186,0.4476606075769413,5
31178,636.8879999999998,212.97592517558783,186.56208823218967,1.1415820180492635,0.4823522244603472,31520,199.24121693503304,0.7641104820723966,0.9891497461928934,0.9658995960258264,0.9355105126120185,0.0068309681562508115,0.0032274291125688514,0.8751799192076016,0.9990896583252052,SEKER,48.95366218236175,10.347500070256531,13.010017465648847,26.413836943398167,0.46590381874840814,5
31202,644.4539999999997,215.64069469843412,184.47168424549938,1.1689636573787348,0.5178712232518864,31573,199.3178874933872,0.7791928878233942,0.9882494536471036,0.9440792434070276,0.9243055341299391,0.006911117707148071,0.003111646591912652,0.8543407204232316,0.998693253193524,SEKER,48.416178656661316,10.348269523021242,13.310715919364132,31.169010452934742,0.4889114726299128,5
31203,639.7819999999998,215.0677369521649,184.8748759441209,1.1633151116605476,0.5109468292276196,31558,199.32108145996818,0.7629841549295775,0.9887508714113696,0.9579485417856513,0.9267828093820552,0.006892533953535395,0.0031366824591191967,0.8589263757660944,0.9992020327325236,SEKER,48.77130022413886,10.348301570708204,13.118001715347877,30.19286100804399,0.48946076998860033,5
31272,638.6659999999998,212.4503189491817,187.53593899411052,1.1328512288828736,0.4698834942148055,31593,199.54134168877889,0.7703221992314514,0.9898395214129712,0.9634250363807546,0.9392376658964174,0.0067936274926190116,0.0032612455172040637,0.8821673930385504,0.9993644152841228,SEKER,48.9645605058043,10.35051038444937,13.043433728447166,24.914379955071183,0.4526975225086151,5
31335,635.011,216.79009228678302,184.1634402999053,1.1771613949747357,0.5275867100642196,31599,199.7422367309336,0.7742772424017791,0.9916453052311782,0.9765108344632142,0.9213623861864616,0.006918464729113867,0.003075469385898285,0.8489086466792102,0.9993024867310144,SEKER,49.34560188721141,10.352522875345667,12.868644331290888,32.62665198687773,0.515194138496513,5
31374,636.401,219.86539400833308,182.00886369813333,1.2079927842030036,0.5609945201182606,31604,199.86649913510018,0.7691968225948809,0.9927224401974434,0.973459862403212,0.9090402791060654,0.0070078853193195996,0.002951883795668905,0.8263542290372335,0.9982299458726142,SEKER,49.299105438237845,10.353766676434086,12.90897663036272,37.85653031019976,0.5461056483632779,5
31530,638.857,213.7856543474257,188.06648234425185,1.1367557455352166,0.4755356415256237,31791,200.36277809388568,0.7689493707930933,0.9917901292818724,0.9707927387403044,0.9372133911673683,0.006780388656753115,0.0032269206969260905,0.8783689405834386,0.9984909399079052,SEKER,49.35376774458134,10.358726467862368,12.944442323152552,25.71917200317384,0.46164654780528785,5
31573,674.1030000000001,217.30702605854572,185.44825067084636,1.1717933454343863,0.5212683904221279,32197,200.49935697134612,0.7569647566530808,0.9806193123582942,0.8731185069831213,0.9226547369772048,0.0068826853976038296,0.003076766544671651,0.8512917636664752,0.997538023687478,SEKER,46.83705605819882,10.360089276091673,14.392514319481839,31.858775387699353,0.45512907878286313,5
31637,656.711,229.71925463641134,175.5104459753558,1.3088637166853716,0.6451908020300026,32045,200.7024650491028,0.7618233481024851,0.9872679045092838,0.9218421819917176,0.8736858621919399,0.007261094750969161,0.002609775195654626,0.7633269857940733,0.9990909956726728,SEKER,48.17492017036413,10.362114208758525,13.631802557796252,54.20880866105554,0.5947640967443238,5
31675,657.431,236.75263210938374,171.2105591846093,1.3828155999076148,0.6906782192904546,32009,200.8229632773261,0.7409356725146199,0.9895654347214846,0.9209289602324524,0.8482396224619057,0.007474431952940294,0.002386888739221093,0.7195104571143162,0.9949502843943356,SEKER,48.179961090973805,10.363314575330303,13.645320276590374,65.54207292477443,0.6360655743463601,5
31682,646.7209999999999,210.0456816267285,192.24841594766133,1.092574316367384,0.40284197357438384,32026,200.84515243415612,0.773184303006638,0.9892587272840816,0.9518938631075288,0.9561974846551591,0.0066298113006353285,0.003418781285782501,0.9143136296608532,0.998955588872088,SEKER,48.98866744701348,10.363535538414585,13.201440939366197,17.79726567906718,0.38346280244758124,5
31703,656.3050000000002,215.70890673989499,187.27244969027828,1.15184538407356,0.4962632808546261,32093,200.91170520091373,0.7771105010295127,0.987847817281027,0.924908560143662,0.9314019909394656,0.006804053456767341,0.003158610883733697,0.8675096687260003,0.9992370075612268,SEKER,48.30528489040917,10.364198134870271,13.58660861826957,28.436457049616706,0.458998156547422,5
31748,641.826,219.7765182998121,184.1151053119207,1.1936908594624824,0.5460726275575238,32020,201.0542440891312,0.7755899741046562,0.9915053091817614,0.9684821560162404,0.9148122176312732,0.00692253112951405,0.0029906976165729755,0.8368813935274482,0.9989776699079396,SEKER,49.46511982998507,10.365616507761834,12.975324879551469,35.661412987891396,0.5288615956783641,5
31768,650.9540000000002,220.95949485998423,183.2920680765933,1.2055049472607324,0.5584652591697971,32173,201.11756227924664,0.7776744186046511,0.9874118049295992,0.9421046298002049,0.910201041175846,0.006955410943716453,0.002944773314582015,0.828465935357594,0.9987197837105699,SEKER,48.80221951167055,10.366246250532733,13.338614647318064,37.66742678339094,0.5261327062464372,5
31811,642.092,223.98468285222037,180.91712284293044,1.2380513205855064,0.5895649687123592,32052,201.25362893018908,0.773877292852625,0.9924809684263072,0.9696001360667376,0.8985151411579843,0.007041107882563276,0.002830885872170683,0.8073294588901526,0.999515302726536,SEKER,49.542744653414154,10.367598856077025,12.960363913866273,43.067560009289934,0.5716422738836854,5
31821,649.681,213.73564520069317,189.9692019159781,1.12510682281661,0.4582865610047274,32168,201.28525915480648,0.7723543689320388,0.9892128823675702,0.9473781316557984,0.9417486679201496,0.0067168110744694745,0.003258989445688676,0.8868905535293763,0.9978466128675012,SEKER,48.97942220874552,10.367913153467802,13.26436635432576,23.76644328471508,0.43417066592761977,5
31823,662.5319999999999,222.87268894663688,181.89469625782462,1.2252841535892196,0.5778581503170483,32274,201.291584603299,0.7748478207937668,0.9860259032038172,0.9110396196180288,0.9031684660631294,0.007003509692569427,0.002874554587641028,0.8157132780908262,0.9994805535170056,SEKER,48.0323969257334,10.367976001093753,13.79344031122144,40.977992688812265,0.5264516694580215,5
31837,656.4039999999999,224.91255418412965,180.43942186423214,1.2464712636541275,0.5969683535933227,32238,201.3358571783312,0.7852456590370955,0.9875612631056516,0.9285377475301468,0.8951739395280848,0.00706450212595815,0.002798279202232285,0.8013363820102314,0.9988427726963198,SEKER,48.502141973540695,10.36841582391508,13.533505393598638,44.4731323198975,0.5543076503923241,5
31915,640.7180000000001,216.3203615381557,188.0653069421294,1.150240653395583,0.4941383413794608,32184,201.5823406705625,0.7776559454191033,0.9916418095948296,0.9769466831984482,0.9318694700637616,0.0067780154014775405,0.003152845202896669,0.8683807092369159,0.9988467943887896,SEKER,49.81130544170758,10.370862730428172,12.862903196741346,28.255054596026298,0.48274681365184674,5
31972,639.9739999999998,213.68748053289485,190.64494729334086,1.1208662152692614,0.4517054385526524,32246,201.7622727971526,0.7722705314009661,0.9915028220554488,0.9809683770672504,0.9441932316015748,0.006683581900816179,0.003276668971281405,0.891500858602225,0.9992531932907729,SEKER,49.95827955510694,10.37264707562448,12.810168918929056,23.04253323955399,0.443108750969446,5
31992,640.3380000000001,212.8873637073701,191.48725365959243,1.1117573605490247,0.4369684316743807,32258,201.82536885923764,0.7742122840133585,0.9917539835079672,0.9804663762430671,0.9480382740643168,0.006654393714283886,0.003315826051746886,0.8987765690908487,0.9992214661757504,SEKER,49.96111428651743,10.373272407852593,12.81672775206302,21.400110047777673,0.4284328547363963,5
31994,654.535,212.17139608383619,192.4225317877729,1.1026328055897567,0.42130237662827663,32391,201.83167738057568,0.7897413112164297,0.9877435089994134,0.9384532773909916,0.9512671411221948,0.006631599552535982,0.003349716390830268,0.904909173778794,0.9977825410876202,SEKER,48.88050295247771,10.37333491957356,13.390512790679502,19.74886429606329,0.3953725961194201,5
32015,653.6759999999999,212.92998927844693,191.8101345837881,1.1101081271877895,0.4342069402829725,32375,201.89790495370733,0.7618809642797649,0.9888803088803088,0.9415389488677878,0.948189147230393,0.006650944534700824,0.0033162175205669305,0.8990626589255002,0.9980567645242616,SEKER,48.97686315544705,10.373991056823515,13.34662854836795,21.119854694658812,0.40882274614512826,5
32026,654.237,230.97906741915185,176.93180830415818,1.3054694327324268,0.6428310650837523,32349,201.93258691872475,0.7794489875389408,0.990015147299762,0.9402478733620752,0.8742462647157668,0.00721223591516742,0.002598871632471069,0.7643065313694705,0.9977788139405914,SEKER,48.951679590117955,10.374334576024932,13.364955104259039,54.047259114993665,0.6044205418760759,5
32038,645.085,224.48232110792438,181.94086680683574,1.2338202243823224,0.5857512998093428,32308,201.97041499740783,0.7705146705146705,0.991642936733936,0.9674786148012576,0.8997163518293564,0.00700675201660292,0.0028321676925391268,0.8094895137491264,0.998764533489084,SEKER,49.66477285939062,10.374709189708955,12.988783857450528,42.541454301088635,0.5667018561575792,5
32044,652.651,216.1471468454673,188.97054032596682,1.1438139853578335,0.4854435201011321,32395,201.98932638011726,0.778069153069153,0.9891649945979318,0.9453542294066802,0.9344991563757626,0.006745323519082117,0.003173205522763941,0.8732886732670119,0.998879797737396,SEKER,49.09821635146503,10.374896443938328,13.292763943359128,27.176606519500467,0.45891608486567204,5
32057,642.0819999999999,215.9182852739809,189.30338691136916,1.1405938836956608,0.4809714696790997,32301,202.03029496977703,0.7798049089007273,0.9924460543017244,0.9771286582334484,0.9356794155410167,0.0067354488964650756,0.003184597937041567,0.8754959686671788,0.9985853470619924,SEKER,49.926644883363814,10.375302041185826,12.860507680818538,26.61489836261174,0.4699710068161084,5
32066,669.313,236.43665504802138,173.23089931478256,1.36486421292766,0.6805801720019645,32481,202.05865297353074,0.780878628482369,0.9872232997752532,0.8994895693843451,0.8545995244793649,0.007373437754881226,0.0024260534698442946,0.7303403472403568,0.9968154032055236,SEKER,47.90882591552831,10.375582742942056,13.970557349497911,63.20575573323882,0.6121747658455706,5
32109,663.582,224.4723522891524,182.36449619998717,1.2308994182891186,0.5830809437929368,32567,202.19408631782815,0.7676253317076669,0.9859366843737526,0.9163205998319498,0.9007527397288256,0.006990948092097307,0.0028388222941241104,0.8113554981289857,0.9986970106726464,SEKER,48.38738844634122,10.37692278708356,13.713945333831635,42.10785608916524,0.5342890801669233,5
32114,648.566,222.65750737399864,183.8290361006732,1.2112205563220229,0.5642361269313905,32393,202.20982849412889,0.7606708039224975,0.9913870280616184,0.9593915997137143,0.9081653292492684,0.006933347056548503,0.0029092589187908057,0.8247642652504322,0.9989714321911528,SEKER,49.515392419584124,10.377078489691893,13.098270422743976,38.82847127332545,0.5413234004329771,5
32167,654.893,217.96051701714924,188.2047159446817,1.1581033765445792,0.5043817530986666,32521,202.37662027886518,0.760593019956493,0.9891147258694382,0.9424964570592284,0.9285012856844254,0.0067759044056688285,0.0031065408644223827,0.8621146375176311,0.9984178726776743,SEKER,49.11794751203632,10.37872744857711,13.333069339664876,29.755801072467534,0.47537801530081575,5
32213,658.216,221.48111433816817,185.29543236992518,1.1952864218261008,0.5477843665607328,32585,202.52127161005532,0.7629073512694202,0.9885837041583552,0.9343383323575636,0.91439521701537,0.006875519645427877,0.002964975252706566,0.8361186129005859,0.9994012250361441,SEKER,48.93986168674113,10.380156419650625,13.44948631471766,36.18568196824299,0.5118159315438994,5
32218,653.5949999999998,222.75607138109643,184.4046839490122,1.2079740417151679,0.5609755664601539,32566,202.5369883558988,0.7544315653904695,0.9893140084750968,0.9477439021557724,0.9092321798465984,0.006914025432401032,0.002914807830169736,0.8267031568685971,0.9986359537012478,SEKER,49.293522747267055,10.380311619626104,13.259247129710092,38.35138743208424,0.5316611723709911,5
32233,665.4929999999998,221.23368370102662,185.5923728724366,1.192040816532301,0.5442895095369215,32710,202.58413127747318,0.7752044252044252,0.9854173035768878,0.9145840197365748,0.9157020209962408,0.006863577194211728,0.002976781623782729,0.8385101912566,0.9995383730561735,SEKER,48.43476941154905,10.380777075082664,13.739984892780683,35.64131082859001,0.4977984875327264,5
32251,644.0509999999998,220.98096277681148,186.0277835012764,1.1878922525317046,0.539747142543915,32514,202.6406883063066,0.7640606491352759,0.9919111767238727,0.9770404216446092,0.9170051834327996,0.006851910414461924,0.002988674382918363,0.8408985064426222,0.9988968209686724,SEKER,50.075226961839995,10.381335335804913,12.861669114166995,34.95317927553509,0.5273547757325797,5
32258,654.808,220.80403007890374,186.277755809551,1.1853483477901257,0.5369189075061798,32612,202.6626784439278,0.7758056758056758,0.9891450999632038,0.945408163831568,0.9178395809691824,0.0068449386223232616,0.0029965149595458053,0.8424294963936846,0.9985724116799216,SEKER,49.263295500360414,10.381552353058636,13.292005606795215,34.52627426935274,0.5076075184718689,5
32262,652.4190000000001,222.69865627134513,184.51299289254828,1.2069537910592256,0.5599415175975334,32563,202.67524316562645,0.7813135716361522,0.9907563799404232,0.9524626416520814,0.9100874094124694,0.0069028162008351966,0.002921046678822555,0.8282590927710997,0.9996704519993536,SEKER,49.44981675886201,10.381676341775822,13.193557484377909,38.185663378796846,0.5333233770216221,5
32279,646.5559999999998,218.1816037965039,188.55314177232728,1.157135870268087,0.5031437256875972,32623,202.7286345450645,0.7901835985312118,0.989455292278454,0.9703259436875632,0.9291738213371452,0.006759242969004737,0.003107890310150912,0.8633639902582727,0.9990294422256346,SEKER,49.92452316582015,10.382203122383885,12.950669510703547,29.628462024176628,0.48821341043829425,5
32323,649.59,217.37145737976908,189.59131904829275,1.14652642573999,0.4891499670620392,32615,202.86675874690425,0.7848436285936286,0.9910470642342479,0.9625933676235022,0.9332722943126625,0.006724977798464533,0.003147053389970455,0.8709971753316212,0.9986212782625908,SEKER,49.75907880355301,10.383565267353339,13.054703093772238,27.780138331476337,0.47085251406717354,5
32338,653.6020000000002,221.41134134396785,186.1362729792155,1.1895120590960326,0.5415309049908621,32672,202.9138250530153,0.7824908655358482,0.9897771792360432,0.951253517768984,0.9164563288462434,0.00684678524781891,0.002979295412034745,0.8398922026823339,0.9990619034313656,SEKER,49.47659278888374,10.384029211193527,13.210327614694794,35.27506836475234,0.5151331783531791,5
32355,657.166,221.27962100005712,186.36040993884197,1.1873746203535107,0.5391743277590498,32720,202.9671536724753,0.7837936046511628,0.9888447432762836,0.9414583159721268,0.917242865633898,0.006839116705302337,0.002986188010143479,0.8413344745562853,0.9989792023165898,SEKER,49.23413566739606,10.384554754137843,13.347771644444446,34.91921106121515,0.5076101546274386,5
32368,675.3849999999999,221.65806493745842,186.17622928517983,1.190581986693524,0.5427019393429459,32806,203.00792492902275,0.7590994371482176,0.9866487837590684,0.8917085023385342,0.9158607650315008,0.006848061818384159,0.0029721125583393915,0.838800940924086,0.9986612906857952,SEKER,47.925257445753175,10.38495645364112,14.092464725191542,35.48183565227859,0.48393193354771624,5
32376,643.009,219.13001373003743,188.30042739205243,1.163725525029192,0.511456520670891,32608,203.03301086361702,0.7843023255813953,0.9928851815505396,0.9840087314607846,0.9265413140244152,0.006768285573574172,0.00307692983967631,0.8584788065940901,0.999033699930142,SEKER,50.35077269524999,10.385203573155552,12.770588524864097,30.829586337985006,0.50327768210271,5
32433,653.76,219.8366971119597,188.00923682406014,1.169286684130758,0.5182614078472965,32775,203.2116585100263,0.7693201764789601,0.9895652173913044,0.9535869437249884,0.9243755077275996,0.006778179542810091,0.003052717038448007,0.8544700792866577,0.999120485698042,SEKER,49.60994860499266,10.38696253427932,13.178001960965684,31.827460287899555,0.4942073119597132,5
32465,653.85,225.20244941772526,183.692094560686,1.2259779058881903,0.5785098675215974,32767,203.31188312498372,0.7650344047506834,0.9907834101382488,0.9542650434534424,0.9027960559516964,0.0069367765106337674,0.0028424712305333013,0.8150407186419387,0.9992219134542498,SEKER,49.65206087023017,10.38794866687079,13.168637686739565,41.51035485703926,0.5520517438687423,5
32514,649.012,221.4454898972538,187.1344231774471,1.1833498409176797,0.534673643692279,32843,203.46525638919064,0.7849830999517141,0.9899826447035898,0.9700068736506544,0.9188051492202184,0.006810773509788208,0.002994124690715943,0.844202902233588,0.9989873700603598,SEKER,50.097686945695926,10.389456800303252,12.954929450206063,34.31106671980669,0.5186371095413514,5
32518,651.651,221.26278537288945,187.2561106033458,1.1816051538183343,0.532696426660149,32811,203.47777155182828,0.7589152352501867,0.9910700679650116,0.962284651111448,0.9196204016365046,0.006804317158893211,0.003001917143790212,0.845701683106086,0.9992854673509909,SEKER,49.90094391016051,10.389579812881443,13.058891254105417,34.00667476954365,0.5126055950769766,5
32518,655.131,220.8211991933859,187.66558650582684,1.1766739086525573,0.5270196045494587,32842,203.47777155182828,0.7940321832344395,0.9901345837646915,0.9520886553575952,0.9214594083135608,0.006790737412921639,0.0030199623917194977,0.8490874411695776,0.999099038188805,SEKER,49.63587435184719,10.389579812881443,13.1987399951104,33.155612687559056,0.5017693866425857,5
32525,663.9139999999999,225.07785556031743,184.2147341738576,1.2218233062068429,0.5745792538814934,33000,203.49967123440558,0.7690579778681548,0.9856060606060606,0.9272642490958108,0.9041301318950534,0.006920149287019752,0.0028524562955168967,0.8174512954005669,0.9987810444093874,SEKER,48.989778796651386,10.389795048488393,13.552092218170632,40.863121386459824,0.5327868003964543,5
32578,657.571,227.03757399657496,182.84230572264613,1.2417124860641866,0.5928139977174696,32901,203.6654067051696,0.7819220430107527,0.9901826692197806,0.9467797909622936,0.897055950343453,0.006969045797672508,0.0027837562587593252,0.8047093780465955,0.9992176823734034,SEKER,49.54293908946714,10.391423188007874,13.272749095739456,44.19526827392883,0.5612643128384674,5
32581,649.5830000000001,224.42417789758494,184.92347131983024,1.213605694808947,0.5666030911163334,32851,203.67478392529682,0.7720616113744075,0.991781072113482,0.9702976345800158,0.90754385660819,0.006888191826450538,0.002882408175749079,0.823635851667267,0.9995691600322124,SEKER,50.156792896365815,10.391515267626115,12.95104735548326,39.5007065777547,0.5497736390559035,5
32615,664.7889999999999,218.146746288941,191.00227698353,1.1421159461243051,0.4830951720494698,33016,203.7810289294304,0.8085628579220071,0.9878543736370244,0.9273839969932453,0.9341465430775536,0.006688540435043415,0.00314174667092942,0.8726297639437437,0.996644368462838,SEKER,49.06067940354008,10.392558244499089,13.550342312463584,27.14446930541098,0.4480147315833768,5
32622,657.0089999999999,235.27086976351848,177.1581895325933,1.3280270609236142,0.6580242878670918,32902,203.8028960254257,0.7793119923554707,0.9914898790347092,0.9496811325304296,0.8662478964364662,0.007212030830835586,0.0025049906509595327,0.7503854180806028,0.99653214133352,SEKER,49.65228786820273,10.392772840063916,13.232199928913,58.11268023092518,0.6249132509341492,5
32698,653.0489999999999,225.0141906394872,185.143724263941,1.215348732634906,0.5683178518575858,32994,204.04015936513665,0.7676848308407485,0.9910286718797358,0.9634729275144156,0.9067879620625584,0.006881588801745893,0.002870063235327997,0.8222644081415681,0.9993380063256456,SEKER,50.069749743128014,10.39509977537798,13.042785381399469,39.87046637554619,0.5475588644879321,5
32705,654.4540000000001,223.87586750160165,186.14992979684186,1.2026642596423898,0.5555438328484512,33021,204.06199869295483,0.7794699461366128,0.9904303322128344,0.9595459232064728,0.9114961829974592,0.006845310120825612,0.002914689579648394,0.8308252916189376,0.9992038842370624,SEKER,49.97295455448358,10.395313826292336,13.096163831707692,37.72593770475979,0.5330698199722296,5
32713,660.043,215.4163207859024,193.4864620969941,1.113340532723757,0.4395915601284934,33020,204.0869550630843,0.7995160817284191,0.9907026044821321,0.9435953206896728,0.9474071152943044,0.00658503716522185,0.0032725369697307635,0.8975802421102751,0.9993124649133724,SEKER,49.56192248080807,10.395558399818471,13.317542318008131,21.929858688908297,0.4147965391519193,5
32729,656.6790000000002,214.26572069200768,194.79382504459102,1.0999615652239454,0.4165284657127013,33066,204.13685865036015,0.769153036285016,0.989808262263352,0.9537539372263116,0.9527275664584394,0.006546662613951166,0.003327167369712744,0.9076898158898205,0.9984239106240014,SEKER,49.84018066665752,10.396047367495227,13.17569461459257,19.47189564741666,0.3972656641403236,5
32774,660.6139999999998,222.87005130115932,187.47924765315082,1.1887718459030934,0.540717402508646,33120,204.27714712896844,0.7901538164810261,0.9895531400966184,0.9437213211191549,0.916575133968688,0.006800209046840767,0.002960563020983855,0.8401099762097184,0.9986990871804308,SEKER,49.61142210125733,10.3974213086319,13.315764233721845,35.3908036480085,0.5102865414475772,5
32775,649.807,220.0250994629802,189.8094037810212,1.1591896664762624,0.5057644876101894,33062,204.28026355645562,0.7726308345120226,0.9913193394229024,0.9754023408288142,0.928440728148955,0.0067131990682831495,0.0030769895577122237,0.8620021856857618,0.9992240261268877,SEKER,50.43805314501075,10.397451819226706,12.88326887106026,30.215695681959005,0.49332386512306453,5
32795,651.03,225.21025208572854,185.60023120276543,1.2134157949387991,0.5664155110218729,33091,204.34258212518918,0.7759926174814253,0.9910549696292044,0.9723340531397822,0.9073413853619952,0.006867213053384008,0.0028710659269699647,0.8232683895906248,0.9989668674030929,SEKER,50.37402270248683,10.398061835716069,12.92392318646135,39.61002088296311,0.5507450895931386,5
32796,654.8240000000001,223.1453686885281,187.41926211421315,1.1906213169943198,0.5427448780805344,33111,204.34569755474274,0.8008204527140869,0.9904865452568632,0.9611287424729658,0.9157514617297464,0.006804042221262596,0.0029515982546434874,0.8386007396601671,0.9984559170865988,SEKER,50.083686608920864,10.398092326774568,13.074596626905722,35.72610657431494,0.5216477021531871,5
32799,653.7289999999998,219.9055494139476,190.1123396021284,1.1567137087164945,0.5026015933646472,33087,204.3550435584319,0.7461779961779962,0.9912956750385348,0.9644394455020094,0.9292855232759788,0.006704641891946328,0.0030842674851224504,0.8635715837703097,0.998905089405132,SEKER,50.172166142239384,10.398183794372235,13.02971448644775,29.793209811819196,0.48472880201302676,5
32829,658.1010000000001,221.59949999341742,189.00262754141562,1.172467826908168,0.5220712625529795,33154,204.4484800973357,0.7897851661173527,0.9901972612656089,0.9525382332252736,0.922603526196624,0.006750114228073272,0.0030168333857138927,0.8511972665504445,0.9980014093825724,SEKER,49.884440230298985,10.399098010495639,13.19251046943252,32.596872452001804,0.4972928380499031,5
